Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	sumber	tahun	URL	Match-begin corpus position	Match-end corpus position
50	B2A18002	berkehendak lain . Menurut Fadli Zon , draf perjanjian itu	dibuat olehnya	. " Pakai bolpoin yang ini , " katanya menunjukkan	berkehendak_VB lain_JJ ._Z Menurut_IN Fadli_NN Zon_NN ,_Z draf_NN perjanjian_NN itu_PR	dibuat_VB olehnya_NN	._Z "_Z Pakai_VB bolpoin_NN yang_SC ini_PR ,_Z "_Z katanya_NN menunjukkan_VB	B_majalah	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=49	3264248	3264249
51	I1H11002	of credit tersebut . Syarat-syarat letter of credit yang diminta	dibuka olehnya	harus lebih sempit dan masa berlakunya harus lebih pendek dari	of_FW credit_FW tersebut_PR ._Z Syarat-syarat_NN letter_FW of_FW credit_FW yang_SC diminta_VB	dibuka_VB olehnya_NN	harus_MD lebih_RB sempit_JJ dan_CC masa_NN berlakunya_VB harus_MD lebih_RB pendek_JJ dari_IN	I_populer	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=50	20700654	20700655
52	C1A17121	. Melalui racauan penyesalannya , kuketahui bahwa aku mati karena	dibunuh olehnya	. Meski pria itu tak menjelaskan mengapa ia membunuhku .	._Z Melalui_IN racauan_NN penyesalannya_NN ,_Z kuketahui_NN bahwa_SC aku_VB mati_VB karena_SC	dibunuh_VB olehnya_NN	._Z Meski_SC pria_NN itu_PR tak_NEG menjelaskan_VB mengapa_WH ia_PRP membunuhku_VB ._Z	C_cerpen	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=51	5688837	5688838
53	I1H15001	bukanlah sebagai polisi bagi remaja , melainkan sebagai seseorang yang	dibutuhkan oleh mereka	untuk dapat menemukan relasi yang sehat dengan teman-temannya . Peran	bukanlah_NN sebagai_IN polisi_NN bagi_IN remaja_NN ,_Z melainkan_CC sebagai_IN seseorang_PRP yang_SC	dibutuhkan_VB oleh_IN mereka_PRP	untuk_SC dapat_MD menemukan_VB relasi_NN yang_SC sehat_JJ dengan_IN teman-temannya_NN ._Z Peran_NN	I_populer	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=52	20924995	20924997
54	H1A15006	dalam menggunakan kamera serta tentang persyaratan dan kualitas pribadi yang	dibutuhkan oleh mereka	yang ingin menjadi fotografer profesional . Secara umum persyaratan itu	dalam_IN menggunakan_VB kamera_NN serta_CC tentang_IN persyaratan_NN dan_CC kualitas_NN pribadi_NN yang_SC	dibutuhkan_VB oleh_IN mereka_PRP	yang_SC ingin_RB menjadi_VB fotografer_NN profesional_JJ ._Z Secara_IN umum_JJ persyaratan_NN itu_PR	H_biografi	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=53	17886151	17886153
55	D1A18004	menunggui profesor itu , siap membantu , apa pun yang	dibutuhkan olehnya	agar bisa membaca surat-surat lama itu , kami akan siapkan	menunggui_VB profesor_NN itu_PR ,_Z siap_VB membantu_VB ,_Z apa_WH pun_RP yang_SC	dibutuhkan_VB olehnya_NN	agar_SC bisa_MD membaca_VB surat-surat_NN lama_JJ itu_PR ,_Z kami_PRP akan_MD siapkan_VB	D_novel	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=54	8486280	8486281
56	E1B18003	kebutuhan . 4. Berikan pujian dan pengakuan untuk hal-hal yang	dicapai oleh mereka	. Menunjukkan penerimaan dan penghargaan melalui pujian merupakan pra- syarat	kebutuhan_NN ._Z 4._PRP Berikan_VB pujian_NN dan_CC pengakuan_NN untuk_SC hal-hal_NN yang_SC	dicapai_VB oleh_IN mereka_PRP	._Z Menunjukkan_VB penerimaan_NN dan_CC penghargaan_NN melalui_IN pujian_NN merupakan_VB pra-_NN syarat_NN	E_buku_teks	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=55	10992844	10992846
57	B3Z19004	tidak lagi menjadi karyawan mungkin menjadi cita-cita yang diharapkan bisa	dicapai oleh mereka	. Tapi dari jawaban tadi sebagian besar dari peserta maupun	tidak_NEG lagi_RB menjadi_VB karyawan_NN mungkin_MD menjadi_VB cita-cita_NN yang_SC diharapkan_VB bisa_MD	dicapai_VB oleh_IN mereka_PRP	._Z Tapi_CC dari_IN jawaban_NN tadi_NN sebagian_CD besar_JJ dari_IN peserta_NN maupun_CC	B_majalah	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=56	3697497	3697499
58	B3Z14010	dicari orang . Kaos dicari karena bisa melar dan blouse	dicari oleh mereka	yang bekerja kantoran . Untuk memastikan kualitas barangnya , Yani	dicari_VB orang_NN ._Z Kaos_NN dicari_VB karena_SC bisa_MD melar_JJ dan_CC blouse_NN	dicari_VB oleh_IN mereka_PRP	yang_SC bekerja_VB kantoran_NN ._Z Untuk_SC memastikan_VB kualitas_NN barangnya_NN ,_Z Yani_NNP	B_majalah	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=57	2511201	2511203
59	D1A15001	sayang . Sejak lama , sebenarnya Sekar Tanjung-lah yang paling	dicemburui olehnya	. Sayati dan Sujarman , orangtua Sekar dan Bima tampak	sayang_JJ ._Z Sejak_IN lama_JJ ,_Z sebenarnya_RB Sekar_NN Tanjung-lah_NN yang_SC paling_RB	dicemburui_VB olehnya_NN	._Z Sayati_NN dan_CC Sujarman_NN ,_Z orangtua_NN Sekar_NN dan_CC Bima_NN tampak_VB	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=58	7661033	7661034
60	D1A17004	yang kelak akan jadi istrinya . Untuk menuntaskan perasaannya ,	diciptakanlah olehnya	parfum bernama Obsession . Maksudnya , barangkali , kalau ia	yang_SC kelak_NN akan_MD jadi_VB istrinya_NN ._Z Untuk_SC menuntaskan_VB perasaannya_NN ,_Z	diciptakanlah_VB olehnya_NN	parfum_NN bernama_VB Obsession_NN ._Z Maksudnya_NN ,_Z barangkali_MD ,_Z kalau_SC ia_PRP	D_novel	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=59	8364222	8364223
61	G1C18001	kalimat sebagai definisi dan dapat berubah sesuai dengan nomina yang	dicirikan olehnya	. Gender , jumlah dan kasus yang dibawa oleh nomina	kalimat_NN sebagai_IN definisi_NN dan_CC dapat_MD berubah_VB sesuai_JJ dengan_IN nomina_NN yang_SC	dicirikan_VB olehnya_NN	._Z Gender_NN ,_Z jumlah_NN dan_CC kasus_NN yang_SC dibawa_VB oleh_IN nomina_NN	G_disertasi_tesis_skripsi	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=60	16120985	16120986
62	D1A18005	, inilah sarang raksasa bintang laut . Jika boneka Cindanita	dicuri oleh mereka	, di sinilah kami harus mencarinya , di antara tumpukan	,_Z inilah_NN sarang_NN raksasa_NN bintang_NN laut_NN ._Z Jika_SC boneka_NN Cindanita_NN	dicuri_VB oleh_IN mereka_PRP	,_Z di_IN sinilah_NN kami_PRP harus_MD mencarinya_VB ,_Z di_IN antara_NN tumpukan_NN	D_novel	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=61	8590509	8590511
63	I1H15001	pendidik/pembimbing remaja , khususnya orangtua sadar betul bahwa remaja harus	didampingi oleh mereka	yang mengetahui betul tentang diri remaja . Tujuan kedua terdiri	pendidik/pembimbing_NN remaja_NN ,_Z khususnya_NN orangtua_NN sadar_JJ betul_JJ bahwa_SC remaja_NN harus_MD	didampingi_VB oleh_IN mereka_PRP	yang_SC mengetahui_VB betul_JJ tentang_IN diri_NN remaja_NN ._Z Tujuan_NN kedua_OD terdiri_VB	I_populer	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=62	20905954	20905956
64	H1A13005	Sahabat Umar bin Khattab masih hidup , pasti kita orang	didamprat oleh beliau	. " Sebenarnya pekerjaan apa yang paling Pak Dahlan sukai	Sahabat_NN Umar_NN bin_NNP Khattab_NN masih_MD hidup_VB ,_Z pasti_RB kita_PRP orang_NN	didamprat_VB oleh_IN beliau_PRP	._Z "_Z Sebenarnya_RB pekerjaan_NN apa_WH yang_SC paling_RB Pak_NNP Dahlan_NNP sukai_VB	H_biografi	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=63	17410642	17410644
65	I1E16001	yang bisa didapatkan oleh seorang networker yang tidak atau jarang	didapat oleh mereka	yang bekerja sebagai karyawan ataupun pengusaha konvensional . Tumbuhkan sikap	yang_SC bisa_MD didapatkan_VB oleh_IN seorang_NND networker_NN yang_SC tidak_NEG atau_CC jarang_RB	didapat_VB oleh_IN mereka_PRP	yang_SC bekerja_VB sebagai_IN karyawan_NN ataupun_CC pengusaha_NN konvensional_JJ ._Z Tumbuhkan_VB sikap_NN	I_populer	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=64	20104964	20104966
66	I1E17002	) juga karena ia menyayangi sahabatnya . Letak kesukaannya ini	didasan oleh dirinya	yang mengukur keberadaannya secara sosial . Jadi kepentingan dirinya di	)_Z juga_RB karena_SC ia_PRP menyayangi_VB sahabatnya_NN ._Z Letak_NN kesukaannya_NN ini_PR	didasan_VB oleh_IN dirinya_NN	yang_SC mengukur_VB keberadaannya_NN secara_IN sosial_JJ ._Z Jadi_VB kepentingan_NN dirinya_NN di_IN	I_populer	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=65	20145177	20145179
67	F1A11016	: ( 1 ) kebutuhan normatif , yaitu kebutuhan yang	didefinisikan oleh mereka	( sekelompok ) orang yang memiliki otoritas dan disesuaikan dengan	:_NNP (_Z 1_CD )_Z kebutuhan_NN normatif_JJ ,_Z yaitu_SC kebutuhan_NN yang_SC	didefinisikan_VB oleh_IN mereka_PRP	(_Z sekelompok_NN )_Z orang_NN yang_SC memiliki_VB otoritas_NN dan_CC disesuaikan_VB dengan_IN	F_jurnal	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=66	11666444	11666446
68	I1A13001	. Yang terpenting dari ucapan kalimat talbiyah tersebut hanya bisa	didengar oleh dirinya	sendiri . 3. Terus mengucapkan kalimat talbiyah dalam keadaan ihram	._Z Yang_SC terpenting_JJ dari_IN ucapan_NN kalimat_NN talbiyah_NN tersebut_PR hanya_RB bisa_MD	didengar_VB oleh_IN dirinya_NN	sendiri_PRP ._Z 3._UH Terus_RB mengucapkan_VB kalimat_NN talbiyah_NN dalam_IN keadaan_NN ihram_JJ	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=67	19191354	19191356
69	C1A16059	dan mengembuskan napas kasar disertai makian-makian kecil lagi yang hanya	didengar oleh dirinya	sendiri . Tak ada satu hal pun yang membuatnya bisa	dan_CC mengembuskan_VB napas_NN kasar_JJ disertai_VB makian-makian_NN kecil_JJ lagi_RB yang_SC hanya_RB	didengar_VB oleh_IN dirinya_NN	sendiri_PRP ._Z Tak_NEG ada_VB satu_CD hal_NN pun_RP yang_SC membuatnya_VB bisa_MD	C_cerpen	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=68	5335721	5335723
70	A2KZ15002	dalam sejarah politik kita . Berjuta teriakan anti-korupsi tak akan	didengar oleh mereka	, yang menurut Baudrillard , memang menakdirkan diri abnormal dalam	dalam_IN sejarah_NN politik_NN kita_PRP ._Z Berjuta_VB teriakan_NN anti-korupsi_NN tak_NEG akan_MD	didengar_VB oleh_IN mereka_PRP	,_Z yang_SC menurut_IN Baudrillard_NN ,_Z memang_RB menakdirkan_VB diri_NN abnormal_JJ dalam_IN	A_koran	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=69	780762	780764
71	H1A14005	yang menerapkan hal itu . Jadilah tangis pertama Joko hanya	didengar olehnya	dan bidan yang membantu proses kelahirannya . Hari-hari itu ,	yang_SC menerapkan_VB hal_NN itu_PR ._Z Jadilah_NN tangis_NN pertama_OD Joko_NNP hanya_RB	didengar_VB olehnya_NN	dan_CC bidan_NN yang_SC membantu_VB proses_NN kelahirannya_NN ._Z Hari-hari_NN itu_PR ,_Z	H_biografi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=70	17696319	17696320
72	D1A17003	, putra Dewi Kunti . Jadi nama Pandu lebih cocok	didengar olehnya	dibanding Yudistira , meski kedua nama itu milik orang yang	,_Z putra_NN Dewi_NN Kunti_NN ._Z Jadi_VB nama_NN Pandu_NNP lebih_RB cocok_JJ	didengar_VB olehnya_NN	dibanding_VB Yudistira_NN ,_Z meski_SC kedua_CD nama_NN itu_PR milik_NN orang_NN yang_SC	D_novel	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=71	8356733	8356734
73	I1E13003	mengalami stres yang berkepanjangan . Berapa banyak kerugian yang harus	diderita oleh dirinya	sendiri dan orang terdekat apabila kita mengalami stres . Padahal	mengalami_VB stres_NN yang_SC berkepanjangan_JJ ._Z Berapa_WH banyak_CD kerugian_NN yang_SC harus_MD	diderita_VB oleh_IN dirinya_NN	sendiri_NN dan_CC orang_NN terdekat_JJ apabila_SC kita_PRP mengalami_VB stres_NN ._Z Padahal_CC	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=72	19910509	19910511
74	K1D114033	penurunan daya ingat hingga kemampuan mental . Penyakit ini banyak	diderita oleh mereka	yang berusia di atas 65 tahun . Senada dengan Menkes	penurunan_NN daya_NN ingat_VB hingga_IN kemampuan_NN mental_NN ._Z Penyakit_NN ini_PR banyak_CD	diderita_VB oleh_IN mereka_PRP	yang_SC berusia_VB di_IN atas_NN 65_CD tahun_NN ._Z Senada_JJ dengan_SC Menkes_VB	K_laman_resmi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=73	24807719	24807721
75	F1A18016	19-24 tahun . Penduduk usia 19-24 tahun yang masih sekolah	didominasi oleh mereka	yang berjenis kelamin perempuan , sedangkan laki-laki mayoritas tidak sekolah	19-24_CD tahun_NN ._Z Penduduk_NN usia_NN 19-24_CD tahun_NN yang_SC masih_MD sekolah_NN	didominasi_VB oleh_IN mereka_PRP	yang_SC berjenis_VB kelamin_NN perempuan_NN ,_Z sedangkan_CC laki-laki_NN mayoritas_NN tidak_NEG sekolah_NN	F_jurnal	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=74	13391956	13391958
76	I1E13001	“Himpunan Pekerja Sosial Indonesia’ , ( HIPSI ) lebih banyak	didominasi oleh mereka	yang berlatar belakang bukan dan bidang pekerjaan sosial ataupun ilmu	“Himpunan_NN Pekerja_NN Sosial_JJ Indonesia’_NN ,_Z (_Z HIPSI_NN )_Z lebih_RB banyak_CD	didominasi_VB oleh_IN mereka_PRP	yang_SC berlatar_NN belakang_NN bukan_NEG dan_CC bidang_NN pekerjaan_NN sosial_JJ ataupun_CC ilmu_NN	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=75	19777686	19777688
77	editmm01001020284	. Setiap tahun , mayoritas jamaah haji kita tingkat kesehatannya	didominasi oleh mereka	yang masuk kategori risiko tinggi . Perlu ada persiapan yang	._Z Setiap_CD tahun_NN ,_Z mayoritas_NN jamaah_NN haji_NN kita_PRP tingkat_NN kesehatannya_NN	didominasi_VB oleh_IN mereka_PRP	yang_SC masuk_VB kategori_NN risiko_NN tinggi_JJ ._Z Perlu_MD ada_VB persiapan_NN yang_SC	A_koran	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=76	26508027	26508029
78	A1ZZ11064	masyarakat .   Dalam konteks struktur negara yang saat ini	didominasi oleh mereka	yang mengedepan kan ketidakjujuran , dibutuh kan lembaga-lembaga di luar	masyarakat_NN ._Z  _NN Dalam_IN konteks_NN struktur_NN negara_NN yang_SC saat_NN ini_PR	didominasi_VB oleh_IN mereka_PRP	yang_SC mengedepan_VB kan_RP ketidakjujuran_NN ,_Z dibutuh_VB kan_RP lembaga-lembaga_NN di_IN luar_NN	A_koran	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=77	28849	28851
79	H1A19005	tahun terakhir ini penembakan atau pembunuhan yang terjadi di Amerika	didominasi oleh mereka	yang menyebut diri " White Supremacy " ( keunggulan kaum	tahun_NN terakhir_OD ini_PR penembakan_NN atau_CC pembunuhan_NN yang_SC terjadi_VB di_IN Amerika_NNP	didominasi_VB oleh_IN mereka_PRP	yang_SC menyebut_VB diri_NN "_Z White_NN Supremacy_NN "_Z (_Z keunggulan_NN kaum_NN	H_biografi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=78	18852016	18852018
80	E1C20003	pasangan aksi dari antagonis . Semua perbuatan yang dilakukan antagonis	didukung olehnya	. Perhatikan contoh cuplikan ade- gan lakon ÒPrometheusÓ karya Meleneos	pasangan_NN aksi_NN dari_IN antagonis_NN ._Z Semua_CD perbuatan_NN yang_SC dilakukan_VB antagonis_NN	didukung_VB olehnya_NN	._Z Perhatikan_VB contoh_NN cuplikan_NN ade-_NN gan_NN lakon_NN ÒPrometheusÓ_NN karya_NN Meleneos_NN	E_buku_teks	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=79	11382277	11382278
81	H1A19001	atau olahan . Lalu , barang-barang olahan atau jadi ini	diekspor oleh mereka	ke negara-negara lain dengan harga yang jauh lebih tinggi daripada	atau_CC olahan_JJ ._Z Lalu_CC ,_Z barang-barang_NN olahan_JJ atau_CC jadi_VB ini_PR	diekspor_VB oleh_IN mereka_PRP	ke_IN negara-negara_NN lain_JJ dengan_IN harga_NN yang_SC jauh_JJ lebih_RB tinggi_JJ daripada_IN	H_biografi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=80	18660472	18660474
82	B3O18005	detail dari penelitian ini menunjukkan bahwa tingkat kebahagiaan lebih banyak	diekspresikan oleh mereka	yang bekerja di lembaga nirlaba . Para pekerja yang berbahagia	detail_NN dari_IN penelitian_NN ini_PR menunjukkan_VB bahwa_SC tingkat_NN kebahagiaan_NN lebih_RB banyak_CD	diekspresikan_VB oleh_IN mereka_PRP	yang_SC bekerja_VB di_IN lembaga_NN nirlaba_JJ ._Z Para_DT pekerja_NN yang_SC berbahagia_JJ	B_majalah	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=81	3414293	3414295
83	C1A18017	Bahkan panggilan Umak yang merupakan panggilan Ibu khas Tapanuli sendiri	digalakkan oleh dirinya	sendiri , bukan oleh Ayah . Umak berjuang keras menghapus	Bahkan_RB panggilan_NN Umak_NN yang_SC merupakan_VB panggilan_NN Ibu_NN khas_JJ Tapanuli_NN sendiri_PRP	digalakkan_VB oleh_IN dirinya_NN	sendiri_PRP ,_Z bukan_NEG oleh_IN Ayah_NN ._Z Umak_NN berjuang_VB keras_JJ menghapus_VB	C_cerpen	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=82	5761533	5761535
84	I1A18001	yang pertama ada adalah Tuhan Yang Maha Esa . Tuhan	digambarkan olehnya	sebagai " akal " yang tugasnya adalah berpikir . Sebagai	yang_SC pertama_OD ada_VB adalah_VB Tuhan_NNP Yang_SC Maha_NN Esa_NNP ._Z Tuhan_NNP	digambarkan_VB olehnya_NN	sebagai_IN "_Z akal_NN "_Z yang_SC tugasnya_VB adalah_VB berpikir_VB ._Z Sebagai_IN	I_populer	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=83	19294789	19294790
85	G1A12002	dapat menjadi penyebab ke luarnya mereka dari rusun yang kemudian	digantikan oleh mereka	yang bukan kelompok sasaran . Kondisi ini menunjukkan kegagalan pembangunan	dapat_MD menjadi_VB penyebab_NN ke_IN luarnya_NN mereka_PRP dari_IN rusun_NN yang_SC kemudian_RB	digantikan_VB oleh_IN mereka_PRP	yang_SC bukan_NEG kelompok_NN sasaran_NN ._Z Kondisi_NN ini_PR menunjukkan_VB kegagalan_NN pembangunan_NN	G_disertasi_tesis_skripsi	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=84	14419789	14419791
86	G1A19001	. Dalam ujaran yang dituturkan oleh Nunung , bahasa yang	digunakan oleh dia	adalah bahasa daerah Cirebon ngoko atau kasar . Bahasa yang	._Z Dalam_IN ujaran_NN yang_SC dituturkan_VB oleh_IN Nunung_NN ,_Z bahasa_NN yang_SC	digunakan_VB oleh_IN dia_PRP	adalah_VB bahasa_NN daerah_NN Cirebon_NNP ngoko_JJ atau_CC kasar_JJ ._Z Bahasa_NN yang_SC	G_disertasi_tesis_skripsi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=85	16186994	16186996
87	G1A19001	teori untuk menganalisisnya yaitu pragmatik . Tetapi teori pragmatik yang	digunakan oleh dia	lebih kaya yaitu pasangan berdekatan , giliran bicara , perbaikan	teori_NN untuk_SC menganalisisnya_VB yaitu_SC pragmatik_JJ ._Z Tetapi_CC teori_NN pragmatik_JJ yang_SC	digunakan_VB oleh_IN dia_PRP	lebih_RB kaya_JJ yaitu_SC pasangan_NN berdekatan_VB ,_Z giliran_NN bicara_VB ,_Z perbaikan_NN	G_disertasi_tesis_skripsi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=86	16191519	16191521
88	G1A19001	kepada Kaji Kardun sebagai kakaknya . Dan genre bahasa yang	digunakan oleh mereka	adalah kalimat pernyataan dan pertanyaan narasi bukan berupa pantun ,	kepada_IN Kaji_VB Kardun_NN sebagai_IN kakaknya_NN ._Z Dan_CC genre_NN bahasa_NNP yang_SC	digunakan_VB oleh_IN mereka_PRP	adalah_VB kalimat_NN pernyataan_NN dan_CC pertanyaan_NN narasi_NN bukan_NEG berupa_VB pantun_NN ,_Z	G_disertasi_tesis_skripsi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=87	16218304	16218306
89	E1C15002	tahap mendeskripsikan sampai menafsirkan ini merupakan tahapan yang juga umum	digunakan oleh mereka	dalam kegiatan apresiasi karya seni . Dengan demikian siswa dapat	tahap_NN mendeskripsikan_VB sampai_SC menafsirkan_VB ini_PR merupakan_VB tahapan_NN yang_SC juga_RB umum_JJ	digunakan_VB oleh_IN mereka_PRP	dalam_IN kegiatan_NN apresiasi_NN karya_NN seni_JJ ._Z Dengan_SC demikian_PR siswa_NN dapat_MD	E_buku_teks	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=88	10239165	10239167
90	E1D16001	dan pembuat Undang-Undang harus merujuk , dokumen apakah yang bisa	digunakan oleh mereka	sebagai referensi tentang Pancasila ? Pancasila yang bukan terus diperbincangkan	dan_CC pembuat_NN Undang-Undang_NNP harus_MD merujuk_VB ,_Z dokumen_NN apakah_WH yang_SC bisa_MD	digunakan_VB oleh_IN mereka_PRP	sebagai_IN referensi_NN tentang_IN Pancasila_NN ?_Z Pancasila_NN yang_SC bukan_NEG terus_RB diperbincangkan_VB	E_buku_teks	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=89	10446341	10446343
91	B3Z20001	setelah barang datang . Sebab dia percaya , produk- produknya	digunakan oleh mereka	yang benar-benar butuh dan mungkin kondisinya sedang tidak beruntung .	setelah_SC barang_NN datang_VB ._Z Sebab_SC dia_PRP percaya_VB ,_Z produk-_NN produknya_NN	digunakan_VB oleh_IN mereka_PRP	yang_SC benar-benar_RB butuh_VB dan_CC mungkin_MD kondisinya_NN sedang_MD tidak_NEG beruntung_VB ._Z	B_majalah	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=90	3977917	3977919
92	I1D20002	hafal dari naskah pidato tersebut . Metode menghafal ini biasanya	digunakan oleh mereka	yang masih belajar atau latihan , dan khususnya di kalangan	hafal_VB dari_IN naskah_NN pidato_NN tersebut_PR ._Z Metode_NN menghafal_VB ini_PR biasanya_RB	digunakan_VB oleh_IN mereka_PRP	yang_SC masih_MD belajar_VB atau_CC latihan_NN ,_Z dan_CC khususnya_NN di_IN kalangan_NN	I_populer	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=91	19686626	19686628
93	I1D20002	Assalaamu ‘alaikum wa rahmatullahi wa barakaaruh . Salam ini umumnya	digunakan oleh mereka	yang muslim . Namun , kadang yang tidak beragama Islam	Assalaamu_NN ‘alaikum_NN wa_RP rahmatullahi_NN wa_RP barakaaruh_NN ._Z Salam_NN ini_PR umumnya_NN	digunakan_VB oleh_IN mereka_PRP	yang_SC muslim_NN ._Z Namun_CC ,_Z kadang_RB yang_SC tidak_NEG beragama_VB Islam_NNP	I_populer	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=92	19689862	19689864
94	I1D20002	SD , SMP , SMA dan yang sederajat . Biasanya	digunakan oleh mereka	yang sedang mengikuti lomba pidato . 1. Kelebihan Metode Pidato	SD_NN ,_Z SMP_NN ,_Z SMA_NN dan_CC yang_SC sederajat_JJ ._Z Biasanya_RB	digunakan_VB oleh_IN mereka_PRP	yang_SC sedang_MD mengikuti_VB lomba_NN pidato_NN ._Z 1._DT Kelebihan_NN Metode_NN Pidato_NN	I_populer	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=93	19686650	19686652
95	H1A11002	kaum muslimin , agar tiada timbullah kemungkinan bahwa mereka itu	digunakan oleh mereka	yang tidak menginginkan keteguhan Negara RI , " tulis Wahid	kaum_NN muslimin_NN ,_Z agar_SC tiada_VB timbullah_NN kemungkinan_NN bahwa_SC mereka_PRP itu_PR	digunakan_VB oleh_IN mereka_PRP	yang_SC tidak_NEG menginginkan_VB keteguhan_NN Negara_NNP RI_NNP ,_Z "_Z tulis_VB Wahid_NNP	H_biografi	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=94	16750132	16750134
96	E1D19002	yang diambil sebagian besar bersifat terprogram . Rutinitas permasalahan yang	dihadapi oleh mereka	menuntut pengambilan keputusan yang terstruktur , sering dihadapi , munculnya	yang_SC diambil_VB sebagian_CD besar_JJ bersifat_VB terprogram_VB ._Z Rutinitas_NN permasalahan_NN yang_SC	dihadapi_VB oleh_IN mereka_PRP	menuntut_VB pengambilan_NN keputusan_NN yang_SC terstruktur_VB ,_Z sering_RB dihadapi_VB ,_Z munculnya_NN	E_buku_teks	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=95	11133221	11133223
97	F1A16013	5 ) melaksanakan kelompok dukungan : merupakan pertemuan yang biasanya	dihadiri oleh mereka	yang terlibat langsung maupun tidak langsung terkena dampak dari penyalahguna	5_CD )_Z melaksanakan_VB kelompok_NN dukungan_NN :_Z merupakan_VB pertemuan_NN yang_SC biasanya_RB	dihadiri_VB oleh_IN mereka_PRP	yang_SC terlibat_VB langsung_RB maupun_CC tidak_NEG langsung_RB terkena_VB dampak_NN dari_IN penyalahguna_NN	F_jurnal	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=96	12884548	12884550
